position,raw_time,raw_name
180,44:56,Alex Bellew
181,44:59,Stuart Doyle
182,45:01,Matt Grant
183,45:01,Daniel Owen
184,45:03,Russell Bentley
185,45:03,Edward Stockdale
186,45:05,Sebastian Anthony
187,45:06,Michael Ellis
188,45:06,James Baker
189,45:07,Oliver Kyriakides
190,45:08,Niall Fleming
191,45:11,Peter Taylor-Bray
192,45:12,Tom Charlton
193,45:12,Danny Kendall
194,45:13,Andrew Kershaw
195,45:13,Robert Wood
196,45:13,Joe Dale
197,45:13,Kim Critchley
198,45:15,Julian Barbour
199,45:22,Tegid Jones
200,45:23,Kai Sunman
201,45:25,Thomas Wright
202,45:25,Joseph Vis
203,45:26,James Tidd
204,45:27,Tom Lupton
205,45:28,David Smith
206,45:29,Philip Wilson
207,45:30,Oliver Newton
208,45:31,Steve Kimber
209,45:31,Stephen Headley
210,45:33,James Laing
211,45:36,Rob Warner
212,45:37,Neil Cook
213,45:37,Jordan Mungovan
214,45:37,Alex Bradford
215,45:39,Tim Stratton
216,45:39,Jonathan Bradford
217,45:40,Ross Floyd
218,45:41,Oli Beale
219,45:43,Charles Hardy
220,45:43,Bruce Raeside
221,45:44,Jonathan Johnson
222,45:44,Jeff Cunningham
223,45:46,Aaron McGrady
224,45:49,Martin Shore
225,45:49,Angel Lopez
226,45:49,Daniel Watts
227,45:50,Henry Murdoch
228,45:51,Niki Faulkner
229,45:51,AN Other
230,45:52,Alan White
231,45:52,Michael Channing
232,45:53,Luc Jolly
233,45:54,Nick Smallwood
234,45:55,Luke Davis
235,45:55,Paul Mizon
236,45:55,Ben Reynolds
237,45:56,Andy Nixon
238,45:56,Daniel Watt
239,45:57,Andrew Leach
240,45:59,Matthew Richards
241,46:00,Richard Harris
242,46:01,Ben Taylor
243,46:04,Sean Flanagan
244,46:05,Gordon Pearce
245,46:07,Arron Larkin
246,46:07,Dan King
247,46:08,Josselin Polini
248,46:09,Michael Alwin
249,46:10,Mohamed Hashi
250,46:11,Joshua Entwistle
